sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/7/2022,15579.232
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/8/2022,15321.047
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/9/2022,14931.028
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/10/2022,15627.755
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/11/2022,14584.531
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/12/2022,14730.261
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/1/2023,14844.072
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/2/2023,13198.261
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/3/2023,14197.745
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/4/2023,14840.644
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/5/2023,15662.585
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/6/2023,17410.837
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/7/2023,20628.733
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/8/2023,21912.084
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/9/2023,21088.877
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/10/2023,21119.953
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/11/2023,21315.062
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/12/2023,21939.728
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/1/2024,23048.049
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/2/2024,20666.032
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/3/2024,22080.953
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/4/2024,21280.33
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/5/2024,22571.12
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/6/2024,21053.434
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/7/2024,21194.656
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,6,BUENOS AIRES,1/8/2024,22191.177
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/1/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/2/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/3/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/4/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/5/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/6/2017,0
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/7/2017,201.165
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/8/2017,730.828
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/9/2017,703.426
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/10/2017,697.489
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/11/2017,732.916
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/12/2017,767.384
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/1/2018,547.101
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/2/2018,234.819
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/3/2018,525.7
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/4/2018,681.1
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/5/2018,643.918
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/6/2018,710.205
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/7/2018,990.761
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/8/2018,1226.016
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/9/2018,1203.482
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/10/2018,2133.069
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/11/2018,1847.062
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/12/2018,1773.877
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/1/2019,1745.062
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/2/2019,2285.273
25,Energías alternativas,438,Energía biogás,Generación,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,1/3/2019,3038.693
